"tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"N702SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N702UW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N703JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N703PS",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N703SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N703SW",1997,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N703UW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N704FR",2015,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N704US",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N705FR",2015,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N705JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N705PS",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N705SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N705UW",NA,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N706FR",2015,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N706JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N706PS",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N706SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N706SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N707SK",1999,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N708FR",2015,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N708JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N708PS",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N708SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N708UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N709BR",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N709FR",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N709JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N709SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N709UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N710FR",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N710PS",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N710SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N710UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N711FR",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N711UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N712FR",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N712JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N712PS",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N712SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C11",2,55,0,"Turbo-fan"
"N712SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N712US",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N713FR",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N713SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N713UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N71411",2002,"Fixed wing multi engine","BOEING","737-924",2,191,0,"Turbo-fan"
"N714FR",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N714US",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N715FR",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N715SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N715UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N716FR",2017,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N716PS",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N716SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N716UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N717FR",2017,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N717JL",2002,"Fixed wing multi engine","BOEING","717-200",2,100,0,"Turbo-fan"
"N717UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N718FR",2017,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N718PS",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N718SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N719FR",2017,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N719PS",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N719SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N720FR",2017,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N720PS",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N721FR",2017,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N721UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N721YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N722EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N722FR",2018,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N722US",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N722YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N723FR",2018,"Fixed wing multi engine","AIRBUS","A321-211",2,199,0,"Turbo-fan"
"N723PS",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N723UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N723YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N72405",2001,"Fixed wing multi engine","BOEING","737-924",2,191,0,"Turbo-fan"
"N724SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N724UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N724YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N725PS",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N725UW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N725YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N726SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N726YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N727SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N727YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N728SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N728YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N729JB",NA,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N729YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N730EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N730SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N730US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N730YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N731YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N73251",2000,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N73256",2000,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N73259",2001,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N73270",2001,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N73275",2002,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N73276",2002,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N73283",2004,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N73291",2004,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N73299",2005,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N732SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N732US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N732YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N733UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N733YX",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N73406",2001,"Fixed wing multi engine","BOEING","737-924",2,191,0,"Turbo-fan"
"N73445",2011,"Fixed wing multi engine","BOEING","737-924ER",2,191,0,"Turbo-fan"
"N736YX",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N737US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N738SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C11",2,55,0,"Turbo-fan"
"N738US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N739YX",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N740EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N740SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N740UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N740YX",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N741EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N741UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N741YX",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N742PS",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N742SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N742YX",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N743SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N743YX",2017,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N744EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N744P",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N744SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N744YX",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N745SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N745VJ",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N745YX",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N746JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N746SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N746UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N746YX",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N747UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N747YX",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N748EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N748SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N748UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N748YX",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N749SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N749US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N749YX",2017,"Fixed wing multi engine","EMBRAER","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N750EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N750SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N750UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N750YX",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N751EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C11",2,55,0,"Turbo-fan"
"N751SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N751UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N751YX",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N752EV",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N752US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N752YX",2017,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N753EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C11",2,55,0,"Turbo-fan"
"N753SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N753US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N75410",2001,"Fixed wing multi engine","BOEING","737-924",2,191,0,"Turbo-fan"
"N75425",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,0,"Turbo-fan"
"N75426",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,0,"Turbo-fan"
"N75428",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,0,"Turbo-fan"
"N75429",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,0,"Turbo-fan"
"N75432",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,0,"Turbo-fan"
"N75433",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,0,"Turbo-fan"
"N75435",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,0,"Turbo-fan"
"N75436",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,0,"Turbo-fan"
"N754EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N754SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N754UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N755EV",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N755SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N755US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N756SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N756US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N757LV",1999,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N757UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N758EV",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N758SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N758US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N759EV",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N760EV",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N760JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N760SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N760US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N761ND",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N76254",2000,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N76265",2001,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N76269",2001,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N76288",2004,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N762SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C11",2,55,0,"Turbo-fan"
"N762US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N763JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N763SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N763US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N764SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N764US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N76502",2006,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N76503",2006,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N76504",2006,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N76505",2006,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N76508",2008,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N76514",2008,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N76515",2008,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N76516",2008,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N76517",2008,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N76519",2010,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N76522",2010,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N76523",2010,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N76526",2010,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N76528",2010,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N76529",2010,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N76532",2016,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N76533",2016,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N765SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N765SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N765US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N766JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N766SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N766US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N767SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C11",2,55,0,"Turbo-fan"
"N767UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N768JB",2009,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N768SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C11",2,55,0,"Turbo-fan"
"N768US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N769US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N7702A",2004,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7704B",2004,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N770SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N770UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,0,"Turbo-fan"
"N7713A",2005,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7715E",2005,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N771SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C11",2,55,0,"Turbo-fan"
"N771XF",2003,"Fixed wing multi engine","AIRBUS","A319-112",2,100,0,"Turbo-fan"
"N7721E",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7723E",2006,"Fixed wing multi engine","BOEING","737-76N",2,149,0,"Turbo-fan"
"N7724A",2009,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N77258",2000,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N77261",2001,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N77295",2005,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N77296",2005,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N7729A",2006,"Fixed wing multi engine","BOEING","737-76N",2,149,0,"Turbo-fan"
"N772SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N772XF",2003,"Fixed wing multi engine","AIRBUS","A319-112",2,100,0,"Turbo-fan"
"N7731A",2006,"Fixed wing multi engine","BOEING","737-76N",2,149,0,"Turbo-fan"
"N7732A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7733B",2006,"Fixed wing multi engine","BOEING","737-76N",2,149,0,"Turbo-fan"
"N7734H",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7735A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7736A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7737E",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7738A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7739A",2006,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N773SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C11",2,55,0,"Turbo-fan"
"N773XF",2003,"Fixed wing multi engine","AIRBUS","A319-112",2,100,0,"Turbo-fan"
"N7740A",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7741C",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
